selector,decision,chosen_policy,evidence_score,tau,false_safe,unsafe_accept,selected_truth_cvar,selected_truth_return,task,family,behavior,seed,scheme,risk_version,budget,mode,target_abstain,common_budget,abstention_rate,accept_rate,reject_rate,abstention_gap,matched,false_safe_denominator
Risk only,ACCEPT,constant_a028,-0.0030501730103806,0.0358786092715231,0,0,0.0326276685393258,0.0005476123595505,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.38349864288483904,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.7583333333333333,0.125,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2581.999999999877,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a027,0.0008174436416071,0.1,0,0,0.0283084269662921,0.0005108848314606,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a028,-0.0030501730103806,0.1,0,0,0.0326276685393258,0.0005476123595505,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2581.999999999877,0.0358786092715231,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.25833333333333336,0.625,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2581.999999999877,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a027,0.0008174436416071,0.0358786092715231,0,0,0.0283084269662921,0.0005108848314606,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.0726073161197328,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.27392683880267205,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.35,0.5333333333333333,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2581.999999999877,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a027,0.0008174436416071,0.1,0,0,0.0283084269662921,0.0005108848314606,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.0726073161197328,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2581.999999999877,0.0358786092715231,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.7166666666666667,0.16666666666666666,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2581.999999999877,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a027,0.0006867234289562,0.0358786092715231,0,0,0.0283084269662921,0.0005108848314606,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a028,-0.0031344827586206,0.0358786092715231,0,0,0.0326276685393258,0.0005476123595505,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.38884407564646706,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.7583333333333333,0.125,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2581.999999999877,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a027,0.0006867234289562,0.1,0,0,0.0283084269662921,0.0005108848314606,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a028,-0.0031344827586206,0.1,0,0,0.0326276685393258,0.0005476123595505,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2581.999999999877,0.0358786092715231,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.25833333333333336,0.625,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2581.999999999877,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a027,0.0006867234289562,0.0358786092715231,0,0,0.0283084269662921,0.0005108848314606,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.0721329581454343,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.27867041854565705,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.3416666666666667,0.5416666666666666,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2581.999999999877,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a027,0.0006867234289562,0.1,0,0,0.0283084269662921,0.0005108848314606,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.0721329581454343,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2583.9999999998768,0.0358786092715231,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.7,0.15,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,2583.9999999998768,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0001772421966959,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a020,-0.0049722319859402,0.0358786092715231,0,0,0.0264730337078651,0.0002509831460674,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.367085603112839,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,2583.9999999998768,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0001772421966959,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a020,-0.0049722319859402,0.1,0,0,0.0264730337078651,0.0002509831460674,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2583.9999999998768,0.0358786092715231,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.20833333333333334,0.6416666666666667,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,2583.9999999998768,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0001772421966959,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.07424862009693281,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.25751379903067195,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.3416666666666667,0.5083333333333333,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,2583.9999999998768,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0001772421966959,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.07424862009693281,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2583.9999999998768,0.0358786092715231,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,2583.9999999998768,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0001565449009106,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a020,-0.0049937389249852,0.0358786092715231,0,0,0.0264730337078651,0.0002509831460674,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.384998439937597,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,2583.9999999998768,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0001565449009106,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a020,-0.0049937389249852,0.1,0,0,0.0264730337078651,0.0002509831460674,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2583.9999999998768,0.0358786092715231,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.2,0.65,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,2583.9999999998768,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0001565449009106,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.07251752171632131,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.27482478283678696,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.3333333333333333,0.5166666666666667,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,2583.9999999998768,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,momentum_12,0.0001565449009106,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.07251752171632131,0.1,0,0,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,epsilon_greedy_momentum,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,constant_a021,0.013677940263113197,0.0358786092715231,0,0,0.0341112359550561,0.0007095505617977,daily_industry_30,daily industry/factor,low_overlap_concentration,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2822.999999999536,0.0358786092715231,0,1,0.0571441011235955,0.0009115870786516,daily_industry_30,daily industry/factor,low_overlap_concentration,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a021,0.0039029854522787,0.0358786092715231,0,0,0.0341112359550561,0.0007095505617977,daily_industry_30,daily industry/factor,low_overlap_concentration,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a029,-0.0045,0.0358786092715231,0,0,0.0253040730337078,0.0004396769662921,daily_industry_30,daily industry/factor,low_overlap_concentration,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
